No. moves  % accept.        E_tot           E_sr
     30364    49.7705        -7038.191       -7038.191
     30366    49.7705        -7014.455       -7014.455
     30368    49.7704        -7012.330       -7012.330
     30370    49.7705        -7017.478       -7017.478
     30372    49.7704        -7026.323       -7026.323
     30374    49.7704        -7009.469       -7009.469
     30376    49.7704        -6998.948       -6998.948
     30378    49.7704        -7032.680       -7032.680
     30380    49.7704        -7030.974       -7030.974
     30382    49.7704        -7031.920       -7031.920
     30384    49.7704        -7022.534       -7022.534
     30386    49.7705        -7031.377       -7031.377
     30388    49.7705        -7048.159       -7048.159
     30390    49.7705        -7032.702       -7032.702
     30392    49.7705        -7021.769       -7021.769
     30394    49.7706        -7011.280       -7011.280
     30396    49.7705        -7003.047       -7003.047
     30398    49.7705        -7001.390       -7001.390
     30400    49.7705        -6982.956       -6982.956
     30402    49.7705        -6957.596       -6957.596
     30404    49.7705        -6949.818       -6949.818
     30406    49.7705        -6984.687       -6984.687
     30408    49.7705        -6993.260       -6993.260
     30410    49.7705        -6989.070       -6989.070
     30412    49.7705        -7006.887       -7006.887
     30414    49.7705        -7017.508       -7017.508
     30416    49.7705        -7014.062       -7014.062
     30418    49.7705        -7036.468       -7036.468
     30420    49.7705        -7013.082       -7013.082
     30422    49.7705        -7035.797       -7035.797
     30424    49.7705        -7014.184       -7014.184
     30426    49.7705        -7005.143       -7005.143
     30428    49.7705        -6978.817       -6978.817
     30430    49.7705        -6989.548       -6989.548
     30432    49.7705        -7003.152       -7003.152
     30434    49.7704        -6999.310       -6999.310
     30436    49.7703        -6971.018       -6971.018
     30438    49.7703        -6957.184       -6957.184
     30440    49.7703        -6933.148       -6933.148
     30442    49.7703        -6948.132       -6948.132
     30444    49.7703        -6955.224       -6955.224
     30446    49.7703        -6936.906       -6936.906
     30448    49.7703        -6934.291       -6934.291
     30450    49.7703        -6941.979       -6941.979
     30452    49.7703        -6962.401       -6962.401
     30454    49.7703        -6999.435       -6999.435
     30456    49.7703        -7012.808       -7012.808
     30458    49.7703        -6997.368       -6997.368
     30460    49.7703        -7003.310       -7003.310
     30462    49.7704        -7005.435       -7005.435
     30464    49.7703        -6989.751       -6989.751
     30466    49.7704        -6993.005       -6993.005
     30468    49.7704        -7029.224       -7029.224
     30470    49.7704        -7040.126       -7040.126
     30472    49.7704        -7072.602       -7072.602
     30474    49.7704        -7076.272       -7076.272
     30476    49.7704        -7072.966       -7072.966
     30478    49.7704        -7060.703       -7060.703
     30480    49.7703        -7064.905       -7064.905
     30482    49.7703        -7045.447       -7045.447
     30484    49.7703        -7016.811       -7016.811
     30486    49.7703        -7051.569       -7051.569
     30488    49.7703        -7030.442       -7030.442
     30490    49.7703        -7041.134       -7041.134
     30492    49.7703        -7018.370       -7018.370
     30494    49.7702        -7009.183       -7009.183
     30496    49.7703        -7021.376       -7021.376
     30498    49.7703        -7042.516       -7042.516
     30500    49.7703        -7023.132       -7023.132
     30502    49.7703        -7024.492       -7024.492
     30504    49.7703        -6999.052       -6999.052
     30506    49.7703        -6990.626       -6990.626
     30508    49.7703        -6986.456       -6986.456
     30510    49.7702        -6975.237       -6975.237
     30512    49.7702        -6998.580       -6998.580
     30514    49.7702        -7012.376       -7012.376
     30516    49.7702        -7029.849       -7029.849
     30518    49.7702        -7035.418       -7035.418
     30520    49.7702        -7017.234       -7017.234
     30522    49.7702        -7045.277       -7045.277
     30524    49.7702        -7050.135       -7050.135
     30526    49.7702        -7023.410       -7023.410
     30528    49.7702        -7021.861       -7021.861
     30530    49.7703        -7053.246       -7053.246
     30532    49.7702        -7049.633       -7049.633
     30534    49.7703        -7044.192       -7044.192
     30536    49.7702        -7051.194       -7051.194
     30538    49.7702        -7071.898       -7071.898
     30540    49.7703        -7074.729       -7074.729
     30542    49.7703        -7065.319       -7065.319
     30544    49.7703        -7038.910       -7038.910
     30546    49.7703        -7059.684       -7059.684
     30548    49.7703        -7037.112       -7037.112
     30550    49.7703        -7073.778       -7073.778
     30552    49.7703        -7070.762       -7070.762
     30554    49.7704        -7080.272       -7080.272
     30556    49.7704        -7060.271       -7060.271
     30558    49.7704        -7059.135       -7059.135
     30560    49.7704        -7063.711       -7063.711
     30562    49.7704        -7058.733       -7058.733
     30564    49.7703        -7053.517       -7053.517
     30566    49.7703        -7032.430       -7032.430
     30568    49.7703        -7042.873       -7042.873
     30570    49.7704        -7036.768       -7036.768
     30572    49.7704        -7016.704       -7016.704
     30574    49.7704        -7023.719       -7023.719
     30576    49.7704        -7036.837       -7036.837
     30578    49.7704        -7027.927       -7027.927
     30580    49.7704        -7041.181       -7041.181
     30582    49.7704        -7041.928       -7041.928
     30584    49.7704        -6999.360       -6999.360
     30586    49.7704        -6988.926       -6988.926
     30588    49.7704        -7021.355       -7021.355
     30590    49.7704        -7036.736       -7036.736
     30592    49.7703        -7024.933       -7024.933
     30594    49.7703        -7012.047       -7012.047
     30596    49.7702        -6995.096       -6995.096
     30598    49.7702        -6988.175       -6988.175
     30600    49.7702        -6992.546       -6992.546
     30602    49.7702        -6992.340       -6992.340
     30604    49.7702        -7000.294       -7000.294
     30606    49.7702        -6999.692       -6999.692
     30608    49.7701        -7020.455       -7020.455
     30610    49.7701        -7023.908       -7023.908
     30612    49.7701        -7026.630       -7026.630
     30614    49.7701        -7007.874       -7007.874
     30616    49.7701        -6986.248       -6986.248
     30618    49.7701        -7001.396       -7001.396
     30620    49.7701        -7036.952       -7036.952
     30622    49.7701        -7011.069       -7011.069
     30624    49.7701        -7036.765       -7036.765
     30626    49.7701        -7005.355       -7005.355
     30628    49.7701        -7021.098       -7021.098
     30630    49.7701        -7028.130       -7028.130
     30632    49.7701        -7005.792       -7005.792
     30634    49.7702        -6990.991       -6990.991
     30636    49.7702        -7013.258       -7013.258
     30638    49.7701        -7019.398       -7019.398
     30640    49.7702        -6990.968       -6990.968
     30642    49.7702        -7008.899       -7008.899
     30644    49.7702        -7009.551       -7009.551
     30646    49.7701        -6999.618       -6999.618
     30648    49.7702        -7011.349       -7011.349
     30650    49.7701        -7028.197       -7028.197
     30652    49.7701        -7004.285       -7004.285
     30654    49.7701        -6996.720       -6996.720
     30656    49.7700        -6999.240       -6999.240
     30658    49.7700        -6975.506       -6975.506
     30660    49.7700        -7012.457       -7012.457
     30662    49.7700        -7034.657       -7034.657
     30664    49.7700        -7021.407       -7021.407
     30666    49.7700        -7022.481       -7022.481
     30668    49.7700        -7003.867       -7003.867
     30670    49.7699        -7022.043       -7022.043
